#{"t_start": 1650553372.6649377, "env_id": "HCWithPos-v0"}
reward,reward_nc,len,time,constraint
209.39,209.39,1000,3.64,0
299.14,299.14,1000,3.49,0
298.69,137.85,1000,15.11,1
238.05,238.05,1000,3.3,0
216.3,142.29,1000,14.42,1
224.22,179.18,1000,2.99,1
202.98,202.98,1000,14.22,0
276.08,276.08,1000,3.1,0
251.65,251.65,1000,14.27,0
320.05,101.65,1000,2.65,1
262.69,68.33,1000,12.09,1
261.27,52.15,1000,2.69,1
224.3,224.3,1000,13.63,0
302.14,169.87,1000,2.63,1
254.47,42.25,1000,12.74,1
352.08,65.29,1000,2.61,1
421.59,62.63,1000,13.67,1
306.94,167.97,1000,2.79,1
406.85,406.85,1000,13.55,0
306.54,46.32,1000,2.7,1
347.26,54.48,1000,12.24,1
236.81,236.81,1000,2.77,0
207.32,207.32,1000,14.64,0
295.26,48.95,1000,2.68,1
247.47,247.47,1000,14.96,0
233.26,54.91,1000,2.64,1
249.31,102.5,1000,12.63,1
241.53,241.53,1000,2.68,0
359.1,45.34,1000,13.37,1
365.94,47.25,1000,2.77,1
324.53,324.53,1000,11.53,0
279.17,190.05,1000,2.71,1
222.0,222.0,1000,13.61,0
216.44,216.44,1000,2.81,0
257.92,257.92,1000,14.4,0
236.01,236.01,1000,2.68,0
232.33,232.33,1000,12.95,0
256.12,256.12,1000,2.6,0
292.99,112.86,1000,13.37,1
322.79,171.84,1000,3.29,1
288.52,236.8,1000,15.61,1
210.3,210.3,1000,3.42,0
384.17,59.5,1000,3.44,1
250.93,250.93,1000,14.39,0
274.06,274.06,1000,3.38,0
261.47,261.47,1000,15.26,0
251.1,251.1,1000,3.41,0
306.45,306.45,1000,12.67,0
255.0,255.0,1000,3.02,0
215.69,215.69,1000,16.16,0
240.77,240.77,1000,3.05,0
253.57,253.57,1000,13.49,0
242.88,242.88,1000,2.86,0
228.58,228.58,1000,13.43,0
332.68,332.68,1000,2.76,0
278.99,278.99,1000,13.82,0
286.13,286.13,1000,2.65,0
219.39,219.39,1000,12.07,0
294.39,50.54,1000,2.68,1
257.12,257.12,1000,12.34,0
277.79,277.79,1000,2.7,0
265.62,265.62,1000,6.57,0
297.58,297.58,1000,2.58,0
260.66,260.66,1000,12.81,0
218.71,116.9,1000,2.79,1
294.11,294.11,1000,12.3,0
191.56,191.56,1000,2.64,0
282.87,282.87,1000,14.47,0
318.57,318.57,1000,3.0,0
209.99,209.99,1000,7.81,0
294.86,294.86,1000,2.65,0
321.76,321.76,1000,6.88,0
293.82,293.82,1000,2.78,0
350.93,350.93,1000,13.75,0
368.84,368.84,1000,2.79,0
400.81,400.81,1000,11.46,0
331.0,331.0,1000,2.75,0
342.16,342.16,1000,8.31,0
368.12,368.12,1000,2.63,0
398.7,398.7,1000,8.38,0
379.1,379.1,1000,2.73,0
373.05,373.05,1000,12.04,0
407.16,407.16,1000,2.68,0
397.88,397.88,1000,12.77,0
239.99,239.99,1000,2.59,0
416.69,416.69,1000,2.61,0
312.63,312.63,1000,10.85,0
435.51,435.51,1000,3.28,0
494.36,494.36,1000,9.81,0
433.31,433.31,1000,3.41,0
331.88,299.39,1000,13.86,1
223.82,165.84,1000,3.38,1
303.86,303.86,1000,14.74,0
491.39,491.39,1000,3.39,0
585.97,585.97,1000,6.12,0
586.42,586.42,1000,3.44,0
294.31,294.31,1000,6.34,0
596.93,139.28,1000,2.84,1
546.85,546.85,1000,5.52,0
255.18,250.95,1000,2.91,1
524.4,524.4,1000,12.65,0
592.81,592.81,1000,2.98,0
561.15,561.15,1000,7.01,0
461.85,461.85,1000,2.71,0
519.86,519.86,1000,14.18,0
501.44,501.44,1000,2.73,0
286.9,286.9,1000,6.12,0
262.15,262.15,1000,2.79,0
527.03,527.03,1000,7.28,0
581.53,581.53,1000,2.69,0
537.59,537.59,1000,13.87,0
587.23,587.23,1000,2.87,0
368.63,368.63,1000,5.58,0
386.86,386.86,1000,2.72,0
511.55,511.55,1000,6.56,0
534.39,534.39,1000,2.73,0
648.18,648.18,1000,5.46,0
369.36,369.36,1000,2.67,0
599.74,599.74,1000,5.65,0
271.15,207.61,1000,2.67,1
236.46,163.01,1000,5.17,1
229.75,109.69,1000,2.65,1
427.13,427.13,1000,4.89,0
346.78,346.78,1000,2.74,0
577.94,577.94,1000,5.7,0
611.13,611.13,1000,2.65,0
642.13,642.13,1000,11.32,0
647.45,647.45,1000,2.66,0
645.39,645.39,1000,2.71,0
523.91,523.91,1000,5.63,0
669.03,669.03,1000,2.72,0
715.6,715.6,1000,6.96,0
587.9,587.9,1000,2.71,0
803.19,803.19,1000,7.67,0
302.86,208.35,1000,2.61,1
315.48,219.14,1000,7.88,1
538.75,538.75,1000,2.72,0
343.59,343.59,1000,7.52,0
355.21,355.21,1000,2.81,0
321.76,321.76,1000,4.6,0
315.74,315.74,1000,2.65,0
322.65,199.89,1000,5.3,1
385.95,385.95,1000,2.64,0
721.11,721.11,1000,4.71,0
463.37,463.37,1000,2.69,0
314.95,314.95,1000,5.57,0
371.74,371.74,1000,2.6,0
739.12,739.12,1000,6.46,0
728.76,728.76,1000,2.79,0
411.8,411.8,1000,5.05,0
518.56,518.56,1000,2.73,0
308.5,308.5,1000,5.51,0
240.98,72.66,1000,2.6,1
269.33,63.55,1000,4.56,1
786.28,786.28,1000,2.6,0
445.97,445.97,1000,8.53,0
816.89,816.89,1000,3.34,0
789.27,789.27,1000,6.01,0
788.52,788.52,1000,3.44,0
389.41,389.41,1000,6.02,0
199.26,65.2,1000,3.37,1
677.56,677.56,1000,6.16,0
739.74,739.74,1000,3.49,0
508.74,508.74,1000,7.42,0
880.65,880.65,1000,3.38,0
799.49,799.49,1000,5.98,0
778.59,778.59,1000,3.47,0
869.47,869.47,1000,5.81,0
432.93,432.93,1000,3.27,0
842.5,842.5,1000,3.84,0
820.31,820.31,1000,2.85,0
822.98,822.98,1000,3.19,0
832.25,832.25,1000,7.14,0
850.46,850.46,1000,2.9,0
878.61,878.61,1000,6.56,0
841.79,841.79,1000,2.74,0
882.77,882.77,1000,5.3,0
814.68,814.68,1000,2.86,0
898.75,898.75,1000,4.63,0
989.64,989.64,1000,3.01,0
874.11,874.11,1000,4.99,0
833.99,833.99,1000,2.78,0
901.52,901.52,1000,5.54,0
935.36,935.36,1000,2.76,0
518.71,518.71,1000,5.0,0
781.41,781.41,1000,2.68,0
893.91,893.91,1000,5.06,0
935.47,935.47,1000,2.67,0
968.29,968.29,1000,3.88,0
60.08,53.99,1000,2.67,1
1021.56,1021.56,1000,5.01,0
999.34,999.34,1000,2.74,0
962.74,962.74,1000,3.98,0
1012.3,1012.3,1000,2.74,0
1072.83,1072.83,1000,3.99,0
1135.72,1135.72,1000,2.64,0
1047.47,1047.47,1000,4.0,0
1084.35,1084.35,1000,2.99,0
579.65,579.65,1000,6.84,0
1127.97,1127.97,1000,2.67,0
1273.0,1273.0,1000,10.69,0
1206.7,1206.7,1000,2.85,0
1207.33,1207.33,1000,5.77,0
1117.31,1117.31,1000,2.85,0
1209.49,1209.49,1000,5.0,0
1278.5,1278.5,1000,2.62,0
1282.81,1282.81,1000,4.92,0
1295.78,1295.78,1000,2.6,0
1287.98,1287.98,1000,4.73,0
1293.35,1293.35,1000,2.69,0
439.38,439.38,1000,4.8,0
1334.12,1334.12,1000,2.67,0
1376.79,1376.79,1000,4.81,0
1487.29,1487.29,1000,2.65,0
1328.19,1328.19,1000,2.64,0
1610.83,1610.83,1000,6.92,0
1404.45,1404.45,1000,2.85,0
1498.37,1498.37,1000,3.79,0
1551.02,1551.02,1000,2.77,0
1751.26,1751.26,1000,3.88,0
1612.83,1612.83,1000,2.71,0
1629.22,1629.22,1000,3.79,0
1717.61,1717.61,1000,2.74,0
919.41,919.41,1000,4.75,0
1705.94,1705.94,1000,2.75,0
1591.93,1591.93,1000,7.16,0
1743.92,1743.92,1000,2.71,0
1753.17,1753.17,1000,4.77,0
1717.73,1717.73,1000,2.88,0
274.99,274.99,1000,3.91,0
1679.35,1679.35,1000,2.66,0
865.59,865.59,1000,3.75,0
1892.83,1892.83,1000,2.74,0
1865.65,1865.65,1000,3.74,0
405.88,405.88,1000,2.72,0
1788.95,1788.95,1000,3.92,0
1957.97,1957.97,1000,2.68,0
1877.58,1877.58,1000,4.93,0
1862.13,1862.13,1000,2.6,0
1486.94,1486.94,1000,4.58,0
542.48,542.48,1000,2.6,0
1330.67,1330.67,1000,6.18,0
1138.82,1138.82,1000,3.32,0
1766.42,1766.42,1000,4.54,0
1842.15,1842.15,1000,3.44,0
1939.47,1939.47,1000,6.02,0
1926.0,1926.0,1000,3.42,0
1900.21,1900.21,1000,4.78,0
1118.29,1118.29,1000,3.38,0
1060.36,1060.36,1000,4.87,0
1921.73,1921.73,1000,3.37,0
319.39,319.39,1000,4.85,0
1586.63,1586.63,1000,3.41,0
