#{"t_start": 1650554438.2339535, "env_id": "HCWithPos-v0"}
reward,reward_nc,len,time,constraint
186.71,186.71,1000,3.26,0
247.82,247.82,1000,3.19,0
212.75,212.75,1000,14.32,0
258.48,171.53,1000,3.18,1
263.31,263.31,1000,14.08,0
387.86,86.67,1000,3.18,1
327.43,327.43,1000,14.07,0
350.25,106.51,1000,3.16,1
322.36,251.25,1000,14.07,1
334.38,139.8,1000,3.17,1
382.06,56.81,1000,14.06,1
537.1,169.86,1000,3.17,1
573.56,66.02,1000,14.07,1
491.38,325.7,1000,3.16,1
446.29,446.29,1000,14.12,0
450.61,399.47,1000,3.16,1
490.96,93.35,1000,14.11,1
589.44,357.78,1000,3.16,1
611.31,369.22,1000,14.23,1
613.43,175.3,1000,3.16,1
550.39,256.1,1000,15.49,1
682.96,233.53,1000,3.17,1
672.2,577.19,1000,14.36,1
684.79,627.65,1000,3.17,1
681.13,543.8,1000,14.02,1
782.31,423.89,1000,3.15,1
725.94,80.98,1000,15.22,1
673.18,56.76,1000,3.17,1
658.39,235.25,1000,14.04,1
787.8,395.18,1000,3.18,1
788.53,102.29,1000,14.3,1
854.9,351.59,1000,3.16,1
789.83,55.01,1000,12.34,1
834.94,73.84,1000,3.16,1
814.86,81.53,1000,6.47,1
866.22,295.45,1000,3.16,1
793.95,79.95,1000,9.69,1
870.94,276.74,1000,3.16,1
856.72,176.38,1000,14.02,1
898.51,226.2,1000,3.16,1
981.27,0,1000,3.18,1
893.17,313.26,1000,3.21,1
916.94,207.09,1000,7.7,1
940.54,318.23,1000,3.18,1
1003.7,234.02,1000,7.63,1
998.87,134.04,1000,3.18,1
1052.53,76.35,1000,10.02,1
1072.32,76.06,1000,3.16,1
989.45,184.12,1000,13.23,1
949.14,78.25,1000,3.19,1
1057.36,355.68,1000,7.66,1
1045.6,472.94,1000,3.18,1
1045.45,94.27,1000,10.83,1
1123.71,203.72,1000,3.16,1
1131.24,353.05,1000,7.56,1
1144.45,181.61,1000,3.17,1
1128.46,104.69,1000,11.05,1
1103.35,60.91,1000,3.18,1
1131.86,78.54,1000,10.8,1
1146.39,402.74,1000,3.17,1
1204.6,64.84,1000,9.69,1
1125.65,91.43,1000,3.18,1
1288.94,61.27,1000,10.82,1
1304.33,53.05,1000,3.17,1
1270.21,85.47,1000,6.49,1
1219.35,55.42,1000,3.18,1
1161.18,63.08,1000,8.64,1
1165.42,162.99,1000,3.17,1
1097.97,166.64,1000,8.64,1
1323.09,79.63,1000,3.17,1
1384.21,55.82,1000,6.49,1
1427.68,136.49,1000,3.2,1
1391.31,75.11,1000,7.99,1
1174.24,55.35,1000,3.18,1
1304.42,96.51,1000,6.49,1
1214.47,80.9,1000,3.17,1
1288.15,71.26,1000,6.47,1
1428.33,137.76,1000,3.17,1
1416.19,72.79,1000,6.53,1
1555.36,81.54,1000,3.17,1
1126.92,0,1000,3.18,1
1134.94,115.85,1000,3.18,1
1795.22,86.8,1000,7.55,1
1178.16,86.92,1000,3.18,1
1500.01,62.85,1000,5.4,1
1342.82,56.14,1000,3.17,1
1625.06,67.66,1000,9.17,1
1615.07,55.5,1000,3.19,1
1720.81,56.83,1000,6.78,1
1459.58,71.57,1000,3.18,1
1648.6,71.02,1000,6.47,1
1576.04,58.96,1000,3.17,1
1516.29,100.4,1000,6.45,1
1870.36,89.25,1000,3.17,1
1844.42,65.19,1000,5.38,1
1737.46,54.41,1000,3.17,1
1330.01,61.11,1000,5.54,1
1205.89,77.91,1000,3.17,1
1930.45,53.08,1000,5.54,1
1704.52,115.88,1000,3.18,1
1491.47,53.78,1000,5.49,1
1448.38,53.04,1000,3.19,1
1913.9,88.57,1000,5.41,1
1329.91,65.57,1000,3.25,1
1357.36,53.1,1000,5.5,1
1793.36,107.97,1000,3.18,1
1697.54,51.16,1000,5.4,1
1703.3,114.15,1000,3.17,1
1380.46,56.94,1000,5.4,1
1730.2,71.76,1000,3.17,1
1738.59,71.01,1000,5.4,1
1536.85,67.93,1000,3.17,1
1518.91,79.28,1000,5.39,1
2038.72,66.19,1000,3.18,1
2092.05,81.04,1000,5.38,1
2111.34,46.78,1000,3.18,1
1912.15,67.94,1000,5.41,1
2177.86,67.68,1000,3.17,1
1472.88,78.54,1000,5.4,1
2190.5,96.16,1000,3.17,1
1677.11,0,1000,3.18,1
2387.96,55.83,1000,3.18,1
1222.96,96.53,1000,5.4,1
1343.11,68.01,1000,3.18,1
2524.91,82.26,1000,4.34,1
2327.9,68.37,1000,3.18,1
2472.87,88.16,1000,5.39,1
2023.36,59.27,1000,3.17,1
1835.8,85.94,1000,5.51,1
2246.96,66.25,1000,3.17,1
2645.27,54.6,1000,5.55,1
2595.77,76.44,1000,3.18,1
2456.09,66.83,1000,5.54,1
2556.76,89.83,1000,3.18,1
2387.74,61.83,1000,4.32,1
1655.2,70.75,1000,3.19,1
2193.04,67.59,1000,5.41,1
1971.28,51.87,1000,3.18,1
2835.94,61.6,1000,4.43,1
1582.79,53.75,1000,3.18,1
1892.9,61.42,1000,5.45,1
2269.83,78.41,1000,3.18,1
2042.61,70.94,1000,4.33,1
1299.97,51.53,1000,3.18,1
2785.57,51.91,1000,4.33,1
2453.66,53.8,1000,3.18,1
2459.04,56.98,1000,4.31,1
2673.8,61.67,1000,3.17,1
1830.99,69.77,1000,4.32,1
2860.61,55.13,1000,3.19,1
1418.16,91.6,1000,5.43,1
2850.46,59.92,1000,3.22,1
1327.04,61.44,1000,5.63,1
2676.23,54.5,1000,3.18,1
2737.19,50.96,1000,4.32,1
3028.58,60.13,1000,3.17,1
1374.87,62.69,1000,4.3,1
2273.39,69.32,1000,3.17,1
1367.04,57.3,1000,4.35,1
1438.42,54.32,1000,3.21,1
2547.28,0,1000,3.24,1
2677.95,86.15,1000,3.23,1
1762.09,62.19,1000,5.71,1
2420.39,79.76,1000,3.2,1
2033.16,66.25,1000,4.36,1
2198.05,49.98,1000,3.2,1
2582.42,54.82,1000,4.32,1
2023.41,160.24,1000,3.18,1
2724.28,56.31,1000,4.32,1
2474.28,57.93,1000,3.18,1
2997.82,58.88,1000,4.32,1
2609.88,53.17,1000,3.18,1
2943.98,47.57,1000,4.32,1
2636.74,84.09,1000,3.19,1
1375.73,65.76,1000,4.31,1
1697.99,58.97,1000,3.18,1
2766.23,56.79,1000,4.31,1
2980.54,53.87,1000,3.17,1
2994.53,54.49,1000,4.31,1
1874.02,53.61,1000,3.18,1
1540.72,60.78,1000,5.4,1
2608.47,55.01,1000,3.18,1
2615.42,53.29,1000,4.32,1
3031.09,71.99,1000,3.18,1
1427.14,60.99,1000,4.41,1
2046.53,89.48,1000,3.17,1
2557.32,64.62,1000,4.32,1
2657.07,52.53,1000,3.18,1
2774.35,58.85,1000,4.32,1
2653.31,52.53,1000,3.19,1
2147.47,66.45,1000,4.31,1
1179.46,53.78,1000,3.17,1
2186.03,56.71,1000,4.46,1
2985.49,53.61,1000,3.18,1
2952.1,62.36,1000,4.31,1
1850.8,61.04,1000,3.19,1
3174.22,65.37,1000,4.32,1
2175.77,56.01,1000,3.18,1
2401.62,54.6,1000,4.31,1
2575.43,93.61,1000,3.18,1
1474.59,0,1000,3.18,1
2874.27,71.49,1000,3.18,1
2346.51,68.97,1000,4.32,1
2902.87,90.28,1000,3.17,1
2968.43,52.12,1000,4.31,1
2985.79,56.72,1000,3.17,1
2321.94,59.76,1000,4.33,1
2475.18,57.43,1000,3.18,1
1473.63,74.48,1000,4.32,1
2734.35,52.99,1000,3.17,1
1801.53,50.69,1000,4.32,1
1301.66,60.44,1000,3.17,1
3058.71,68.69,1000,4.42,1
1168.31,57.9,1000,3.25,1
2755.85,61.57,1000,4.31,1
2937.6,82.72,1000,3.18,1
1316.04,88.69,1000,4.31,1
2811.36,52.2,1000,3.18,1
3121.6,90.3,1000,4.32,1
2740.11,57.38,1000,3.18,1
3008.6,53.05,1000,4.31,1
3084.58,94.83,1000,3.18,1
2347.29,52.63,1000,4.31,1
2511.33,98.06,1000,3.18,1
3086.83,59.64,1000,4.31,1
2623.1,75.65,1000,3.17,1
2410.98,56.83,1000,4.31,1
2430.14,78.72,1000,3.18,1
3269.86,56.6,1000,4.31,1
1306.3,50.3,1000,3.17,1
3150.65,51.3,1000,4.31,1
2925.76,86.61,1000,3.17,1
3117.98,53.61,1000,4.3,1
3075.8,50.12,1000,3.18,1
3408.78,57.53,1000,4.3,1
3135.23,74.75,1000,3.18,1
2327.78,54.95,1000,4.31,1
2323.14,55.08,1000,3.17,1
3229.54,51.27,1000,4.46,1
3140.01,67.84,1000,3.17,1
3372.37,0,1000,3.18,1
2806.69,88.57,1000,3.17,1
3360.65,54.88,1000,4.31,1
2951.93,59.96,1000,3.18,1
2639.5,53.17,1000,4.32,1
2105.91,61.76,1000,3.18,1
3073.99,89.49,1000,4.31,1
2286.42,51.82,1000,3.18,1
3297.02,57.72,1000,4.31,1
3051.84,57.09,1000,3.18,1
3312.11,70.52,1000,4.32,1
3388.88,58.32,1000,3.18,1
3182.9,62.8,1000,5.53,1
3303.99,58.54,1000,3.18,1
3378.17,71.38,1000,4.32,1
3156.98,55.13,1000,3.18,1
3119.25,48.56,1000,4.45,1
2121.51,55.27,1000,3.18,1
2919.4,56.61,1000,5.38,1
3291.89,74.55,1000,3.19,1
3250.76,62.61,1000,4.31,1
2751.12,59.04,1000,3.17,1
1213.72,62.03,1000,4.31,1
2419.66,63.06,1000,3.17,1
3045.79,52.25,1000,4.32,1
3380.06,49.21,1000,3.17,1
3326.48,51.35,1000,4.31,1
3517.23,56.62,1000,3.18,1
2035.03,90.6,1000,4.3,1
2946.73,95.82,1000,3.18,1
1418.23,61.36,1000,4.45,1
2343.68,53.11,1000,3.17,1
3407.61,54.54,1000,4.32,1
3726.36,58.98,1000,3.19,1
3337.02,57.22,1000,4.31,1
