#{"t_start": 1650537759.6772606, "env_id": "HCWithPos-v0"}
reward,reward_nc,len,time,constraint
220.31,220.31,1000,3.55,0
201.35,201.35,1000,3.42,0
275.35,275.35,1000,15.02,0
342.46,166.8,1000,3.41,1
381.87,63.97,1000,14.31,1
253.82,253.82,1000,3.41,0
294.1,294.1,1000,15.32,0
287.24,287.24,1000,3.42,0
404.95,50.94,1000,15.73,1
327.93,327.93,1000,3.4,0
392.82,223.36,1000,15.09,1
453.91,314.18,1000,3.39,1
473.74,420.04,1000,14.37,1
475.96,475.96,1000,3.41,0
490.18,110.63,1000,15.63,1
508.48,47.94,1000,3.41,1
508.25,339.31,1000,14.32,1
563.31,262.11,1000,3.4,1
566.69,61.65,1000,14.32,1
534.46,316.05,1000,3.39,1
613.56,481.31,1000,14.31,1
651.07,489.01,1000,3.4,1
636.48,119.23,1000,14.61,1
695.02,695.02,1000,3.46,0
754.61,626.09,1000,15.59,1
714.67,50.87,1000,3.4,1
789.65,113.71,1000,15.49,1
762.26,338.31,1000,3.38,1
729.87,558.57,1000,13.2,1
777.46,226.65,1000,3.39,1
775.4,187.78,1000,14.31,1
790.91,790.91,1000,3.4,0
747.75,119.45,1000,13.19,1
857.82,857.82,1000,3.4,0
867.82,62.73,1000,13.13,1
859.6,72.4,1000,3.39,1
898.26,84.2,1000,14.84,1
967.98,557.9,1000,3.38,1
897.13,393.77,1000,13.21,1
900.75,900.75,1000,3.39,0
958.5,0,1000,3.4,1
980.32,135.67,1000,3.44,1
1010.38,789.68,1000,7.87,1
915.12,447.02,1000,3.41,1
1008.94,1008.94,1000,7.83,0
955.74,70.62,1000,3.42,1
972.09,824.05,1000,7.83,1
979.05,121.36,1000,3.42,1
941.73,941.73,1000,8.92,0
988.31,988.31,1000,3.41,0
1034.44,208.47,1000,9.42,1
1179.22,112.8,1000,3.42,1
990.66,623.14,1000,8.12,1
1093.54,221.27,1000,3.42,1
995.65,593.8,1000,5.84,1
1011.55,339.44,1000,3.42,1
1048.26,79.11,1000,7.81,1
1174.08,66.8,1000,3.41,1
999.08,876.96,1000,6.74,1
1114.21,122.59,1000,3.42,1
977.98,445.22,1000,6.72,1
1057.42,56.91,1000,3.42,1
1078.16,356.13,1000,6.74,1
1103.58,626.48,1000,3.42,1
1047.27,119.88,1000,6.73,1
1098.48,1098.48,1000,3.42,0
1027.01,800.19,1000,7.07,1
1083.21,209.92,1000,3.43,1
1042.71,1042.71,1000,5.84,0
1076.86,1076.86,1000,3.44,0
1168.73,1168.73,1000,7.81,0
1162.22,856.08,1000,3.42,1
1139.75,1056.12,1000,6.74,1
1064.76,82.11,1000,3.41,1
1081.09,705.67,1000,6.71,1
1156.12,235.95,1000,3.42,1
1152.11,79.99,1000,7.01,1
1066.37,76.11,1000,3.41,1
1086.99,396.56,1000,6.7,1
1070.09,951.02,1000,3.41,1
1128.78,0,1000,3.43,1
1011.77,309.87,1000,3.42,1
1127.87,207.83,1000,5.94,1
1098.08,1032.8,1000,3.43,1
1087.6,206.4,1000,5.66,1
1188.35,1188.35,1000,3.43,0
1166.9,66.2,1000,5.66,1
1187.23,701.91,1000,3.42,1
1121.09,205.17,1000,5.82,1
1006.64,1006.64,1000,3.43,0
1146.87,1146.87,1000,5.81,0
1110.5,1110.5,1000,3.44,0
1175.3,1175.3,1000,5.64,0
1225.23,1225.23,1000,3.42,0
1131.03,335.36,1000,5.81,1
1140.72,783.7,1000,3.42,1
1148.85,150.05,1000,7.03,1
1128.25,730.82,1000,3.44,1
1254.68,1254.68,1000,5.79,0
1068.59,1068.59,1000,3.41,0
1177.28,1177.28,1000,5.81,0
1187.58,1187.58,1000,3.42,0
1260.78,1260.78,1000,5.67,0
1093.49,661.66,1000,3.42,1
1264.37,1264.37,1000,5.66,0
1172.0,1139.37,1000,3.43,1
1257.45,1257.45,1000,5.7,0
1245.06,1245.06,1000,3.42,0
1214.38,1014.55,1000,5.79,1
1292.22,1292.22,1000,3.41,0
1209.12,1209.12,1000,5.66,0
1242.24,1242.24,1000,3.43,0
1199.16,366.85,1000,5.69,1
1402.03,1402.03,1000,3.46,0
1285.85,1285.85,1000,5.67,0
1265.62,387.63,1000,3.45,1
1310.56,1310.56,1000,5.72,0
1134.31,515.98,1000,3.41,1
1392.68,1392.68,1000,5.65,0
1334.06,778.79,1000,3.43,1
1334.61,0,1000,3.42,1
1307.63,1307.63,1000,3.45,0
1394.06,1394.06,1000,5.65,0
1321.22,1321.22,1000,3.42,0
1262.77,1262.77,1000,5.64,0
1199.35,1199.35,1000,3.41,0
1359.94,1359.94,1000,5.79,0
1500.5,1500.5,1000,3.42,0
1431.73,1431.73,1000,5.65,0
1150.28,783.82,1000,3.42,1
1514.06,1514.06,1000,4.58,0
1263.02,1263.02,1000,3.42,0
1354.71,1354.71,1000,5.78,0
1234.21,394.75,1000,3.42,1
1488.89,1488.89,1000,4.54,0
1619.94,1619.94,1000,3.42,0
1353.98,1353.98,1000,5.65,0
1402.75,1402.75,1000,3.43,0
1525.75,1525.75,1000,5.8,0
1665.73,1665.73,1000,3.43,0
1598.95,1598.95,1000,5.66,0
1474.62,1474.62,1000,3.42,0
1825.24,1825.24,1000,5.65,0
1494.57,1494.57,1000,3.42,0
1690.89,1690.89,1000,5.82,0
1166.97,999.1,1000,3.42,1
1397.41,1397.41,1000,5.66,0
1865.62,1865.62,1000,3.42,0
1853.66,1853.66,1000,4.57,0
1450.29,1450.29,1000,3.43,0
1660.39,1660.39,1000,5.68,0
1584.65,1584.65,1000,3.43,0
1557.3,1557.3,1000,5.81,0
1546.07,1546.07,1000,3.42,0
1054.44,1054.44,1000,5.93,0
1687.48,1687.48,1000,3.41,0
1377.79,1377.79,1000,5.8,0
1434.52,1434.52,1000,3.42,0
1310.16,1310.16,1000,5.67,0
1896.45,1896.45,1000,3.43,0
1730.36,1730.36,1000,3.43,0
1590.36,1590.36,1000,3.44,0
1382.0,1382.0,1000,4.57,0
1463.31,1463.31,1000,3.42,0
1410.0,1410.0,1000,5.8,0
1216.5,1216.5,1000,3.43,0
1444.26,1444.26,1000,5.65,0
1260.09,478.36,1000,3.42,1
1721.44,1721.44,1000,4.58,0
1821.81,1821.81,1000,3.43,0
1405.2,1405.2,1000,5.66,0
1189.47,1189.47,1000,3.41,0
1716.9,1716.9,1000,4.57,0
1878.59,1878.59,1000,3.43,0
1823.55,1823.55,1000,4.58,0
1382.5,1382.5,1000,3.42,0
1775.93,1775.93,1000,4.58,0
1312.31,1312.31,1000,3.41,0
1251.92,1251.92,1000,4.58,0
1846.04,1846.04,1000,3.43,0
1321.81,1321.81,1000,4.57,0
1789.61,1789.61,1000,3.44,0
1410.15,1410.15,1000,4.57,0
1971.27,1971.27,1000,3.43,0
1392.15,1392.15,1000,5.77,0
1690.83,1690.83,1000,3.43,0
1662.8,1662.8,1000,4.58,0
1700.17,1700.17,1000,3.43,0
1390.68,1390.68,1000,4.58,0
1881.05,1881.05,1000,3.42,0
1491.76,1491.76,1000,4.58,0
1831.95,1831.95,1000,3.42,0
1706.24,222.43,1000,4.56,1
1512.31,1512.31,1000,3.44,0
2027.15,2027.15,1000,4.58,0
1952.74,1952.74,1000,3.46,0
1520.36,449.5,1000,4.61,1
1652.58,1652.58,1000,3.44,0
1862.91,1862.91,1000,4.58,0
1561.27,1561.27,1000,3.46,0
1735.67,1735.67,1000,3.45,0
1607.66,1607.66,1000,3.43,0
2248.87,2248.87,1000,5.67,0
1286.08,1286.08,1000,3.43,0
1432.12,1432.12,1000,4.58,0
2057.79,2057.79,1000,3.41,0
1354.77,1354.77,1000,4.57,0
1824.82,1824.82,1000,3.41,0
2194.68,2194.68,1000,4.57,0
1754.91,1754.91,1000,3.43,0
1824.64,1824.64,1000,4.56,0
1001.46,1001.46,1000,3.43,0
1625.34,1625.34,1000,4.59,0
1481.45,1481.45,1000,3.42,0
1989.8,1989.8,1000,4.58,0
2190.29,2190.29,1000,3.43,0
2119.69,2119.69,1000,4.59,0
1529.77,1529.77,1000,3.44,0
1523.02,1523.02,1000,4.58,0
2051.41,2051.41,1000,3.43,0
1190.5,1190.5,1000,4.58,0
1432.91,1432.91,1000,3.42,0
2184.11,2184.11,1000,4.59,0
2452.62,2452.62,1000,3.44,0
1544.54,200.45,1000,4.58,1
2448.19,2448.19,1000,3.42,0
